Session ID,Event Time,Custom Attribute 1,Custom Attribute 2,Account Number,Final Review Status,Risk Rating,Policy Score,True IP Geo,Agent Type,OS,UA Browser,Browser Language,Browser String,Input IP Score,Input IP Worst Score,True IP Score,True IP Result,True IP Worst Score,True IP Routing Type,Custom Output 18,Reasons
57777c73-1c4f-4577-8fae-4803236d90fc,2018-03-29 10:56:14.955 UTC,false,homelidays_fr,8915c94f6f02423e9881352cf8f3a88c,,medium,-32,FR,browser_computer,Windows,chrome 64.0,"en-US,en;q=0.9","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.119 Safari/537.36",-22,-100,0,success,0,,"{""20400.43""}","{""Account with no SmartID in the last 3 weeks"",""SmartIDToday GT avg4weeks"",""Windows never seen last 90Days"",""Account Number is older 3M"",""Account Number is older 12M"",""French brand"",""Multiple Browser string Hash per SmartID"",""Profiled Domain not recognised"",""Pattern Account is Old"",""Standard Screen Resolution"",""browser language contains en"",""UseProxy"",""Use Proxy or ISP Blacklisted"",""InputIPGEO GT 2 in a year"",""Account Number and DNS IP LT 2"",""browser language per account LT 3 times"",""DNS IP ISP per account LT 3 times"",""Trust Tag Found Challenge Passed 6 months"",""At least 2 IPGEO per Account Passed 1dayOFF"",""At least 2 IPGEO per Account in a day"",""Persona ID Input IP Passed Before"",""Persona ID Input IP Passed Before WeekOFF"",""NOT Device Consistent with Good Prior Access"",""IF NOT Persona ID Attr5 Acct Age GT Day"",""IF NOT Persona ID Input Region Only Age GT 1 Days"",""IF NOT Persona ID Brand Acct Pass Age 1 Day"",""IF NOT Persona ID InputRegion System Age 1 Day"",""IF NOT Persona ID Time Zone Acct Age 1 Day"",""Input IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""Exact ID Rejected (Global)"",""Input Ip Rejected This Day (Global)"",""Input Ip Rejected This Week (Local)"",""IF NOT Good Persona 3 Month"",""InputIP 10 Accounts in a Week"",""GT 2 IPGEO a year"",""ImagesDisabled"",""FlashDisabled"",""Over 15 Global Events this Hour (Input IP)"",""Proxy IP in Global Threat List"",""Identity_Negative_History"",""HiddenProxy"",""ProxyTrueOrganizationMismatch"",""ProxyTrueISPMismatch"",""LanguageMismatch"",""Pattern IF Not Good Persona 3 Month"",""Summary Reasons 4 out of 4"",""Trust Tag Not Found on SmartID"",""IF Login NOT Consistent"",""NoMobileDevice"",""EU brands"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
b38b4514-38d2-488f-97fe-933492db891e,2018-03-29 09:27:54.750 UTC,false,abritel,1c0a0f80e30541e3b62d9f29260acea7,,trusted,55,FR,browser_computer,Windows,ie 11.0,fr-FR,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-25,-100,-25,success,-100,,"{""1777.14""}","{""Email with more than 2 devices in a day"",""IP7daysDistanceBelowAverage30Days"",""IPDistance95DistributionWithin1000Miles"",""IPDistance99DistributionWithin1000Miles"",""IPDistance68DistributionAbove200Miles"",""IPDistance95DistributionAbove200Miles"",""Account Number is older 3M"",""Account Number is older 12M"",""French brand"",""Abritel brand"",""Multiple Browser string Hash per SmartID"",""Profiled Domain not recognised"",""Pattern Account is Old"",""Standard Screen Resolution"",""InputIPGEO GT 2 in a year"",""Trust Tag Found Challenge Passed 6 months"",""Account with 4 Consistent Attributes "",""Account with 3 Consistent Attributes"",""Account with TimeZone IPGeo GT10 Passed 1 weekOFF"",""At least 2 IPGEO per Account Passed 1dayOFF"",""At least 2 IPGEO per Account in a day"",""Persona ID InputGeo Consistent 3 Month"",""Persona ID InputRegion System Same 3MTH"",""Persona ID InputRegion System Age 1 Day"",""Persona ID InputRegion Only Same 3MTH"",""Persona ID InputRegion Only Age 7 Days"",""Persona ID InputRegion Only Age GT 1 Days"",""Persona ID InputRegion System Same 1MTH"",""Persona ID Input IP Passed Before"",""Persona ID Input IP Passed Before WeekOFF"",""Persona ID Attr5 Acct Age GT Day"",""GOOD PersonaID 10 CustAttr5 in Acct Age GT Week"",""GOOD PersonaID 10 CustAttr3 in Acct Age GT Week"",""Persona ID Brand Acct Pass Age 1 Day"",""Persona ID Time Zone Acct Age 1 Day"",""NOT Device Consistent with Good Prior Access"",""Input IP Score LT -21 "",""True IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""Exact ID Rejected (Global)"",""True Ip Rejected This Day (Global)"",""Input Ip Rejected This Day (Global)"",""IF NOT Good Persona 3 Month"",""ImagesDisabled"",""UUID Traveled 200 miles (Input IP/Day)"",""UUID Traveled 200 miles (Input IP/Week)"",""UUID Traveled 200 miles (Input IP/Hour)"",""IP in Global Blackist"",""IP in Global Threat List"",""Identity_Spoofing"",""Attrb7 seen GT 2 Accounts"",""Account Number with more than 2 devices in a day"",""Multiple TrueIP per Account (2/hour) "",""Multiple InputIP per Account (2/hour) "",""Multiple Browser per Account (2/hour) "",""Multiple ExactID per Account (2/hour) "",""Multiple SmartID per Account (2/hour) "",""Multiple ScreenRes per Account (2/week) "",""Pattern IF Not Good Persona 3 Month"",""Summary Reasons 3 out of 4"",""Trust Tag Not Found on SmartID"",""EU brands"",""UUID traveled"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
09ec2c02-dbad-464c-b121-80ea46f66b6f,2018-03-29 09:15:09.336 UTC,false,homeaway_de,4f9da6c81eb440b1a6aab6304a21866e,,low,-14,DE,browser_mobile,iOS,safari 0.0,de-de,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0 Mobile/15D100 Safari/604.1",-22,-26,-22,success,-26,mobile gateway,"{""12704.86""}","{""Account with no SmartID in the last 3 weeks"",""SmartIDToday GT avg4weeks"",""Apple never seen last 90Days"",""Account Number is older 3M"",""Account Number is older 12M"",""MobileDevice"",""Nordics_DE_AT brand"",""Multiple Browser string Hash per SmartID"",""Profiled Domain not recognised"",""Pattern Account is Old"",""InputIPGEO GT 2 in a year"",""Account Number and DNS IP LT 2"",""browser language per account LT 3 times"",""DNS IP ISP per account LT 3 times"",""At least 2 IPGEO per Account Passed 1dayOFF"",""At least 2 IPGEO per Account in a day"",""Persona ID InputRegion Only Age GT 1 Days"",""Persona ID Brand Acct Pass Age 1 Day"",""Persona ID Time Zone Acct Age 1 Day"",""NOT Device Consistent with Good Prior Access"",""IF NOT Persona ID Attr5 Acct Age GT Day"",""IF NOT Persona ID InputRegion System Age 1 Day"",""Input IP Score LT -21 "",""True IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""True Ip Rejected This Day (Global)"",""Input Ip Rejected This Day (Global)"",""IF NOT Good Persona 3 Month"",""GT 2 IPGEO a year"",""IP in Global Blackist"",""IP in Global Threat List"",""Identity_Negative_History"",""Attrb7 seen GT 2 Accounts"",""Pattern IF Not Good Persona 3 Month"",""IF NOT Persona ID Input IP Passed Before"",""Summary Reasons 3 out of 4"",""Trust Tag Not Found on SmartID"",""IF Login NOT Consistent"",""EU brands"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
44bf23de-246e-4be5-be51-3d7b111c5292,2018-03-29 09:12:31.901 UTC,false,odhr,8e687d6f82dc483f8ba759bdf7653501,,medium,-67,NO,,OS X,chrome 65.0,"lv-LV,lv;q=0.9,en-US;q=0.8,en;q=0.7,it;q=0.6","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36",-21,-23,-21,success,-23,fixed,"{""17025.53""}","{""SmartIDToday GT avg4weeks"",""IPDistance95DistributionWithin1000Miles"",""IPDistance99DistributionWithin1000Miles"",""Account Number is older 3M"",""Account Number is older 12M"",""UK brand"",""Multiple Browser string Hash per SmartID"",""Profiled Domain not recognised"",""Pattern Account is Old"",""Pattern Device New to Account"",""HTTP_OS is Linux"",""At least 2 IPGEO per Account Passed 1dayOFF"",""At least 2 IPGEO per Account in a day"",""Persona ID Brand Acct Pass Age 1 Day"",""NOT Device Consistent with Good Prior Access"",""IF NOT Persona ID Attr5 Acct Age GT Day"",""IF NOT Persona ID Input Region Only Age GT 1 Days"",""IF NOT Persona ID InputRegion System Age 1 Day"",""IF NOT Persona ID Time Zone Acct Age 1 Day"",""Input IP Score LT -21 "",""True IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""New Device to Account in a Hr (Smart ID)"",""Device First Seen (ExactID)"",""New Device (Exact ID)"",""True Ip Rejected This Day (Global)"",""Input Ip Rejected This Day (Global)"",""IF NOT Good Persona 3 Month"",""New Device"",""GT 2 IPGEO a year"",""GT 3 IPGEO a year"",""ImagesDisabled"",""FlashDisabled"",""IP in Global Blackist"",""IP in Global Threat List"",""VM_Detection"",""Identity_Negative_History"",""LanguageMismatch"",""Pattern IF Not Good Persona 3 Month"",""IF NOT Persona ID Input IP Passed Before"",""Summary Reasons 4 out of 4"",""Trust Tag Not Found on SmartID"",""New Device Not Prior Accesses"",""IP Global Blacklist"",""Spoofing and Global Blacklist"",""IF Not IP already used"",""IF ISP and Region not used"",""IF CustAttr3 not used"",""Conditions for ATO  trend on IT brand Lang mism"",""LangMismatch OR VMDetection"",""IF Login NOT Consistent"",""NoMobileDevice"",""NewDevice NoPriorAccess PotentialScripting"",""Brand UK FR NA or Nordics"",""Exclude Good login events"",""EU brands"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
08874a52-6ebb-4ec6-81b9-719039e3fb9a,2018-03-29 08:13:07.794 UTC,false,abritel,813ad726083f4ed39f154ccf91e13e16,,medium,-49,FR,browser_computer,Windows,chrome 64.0,"fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36",-23,-100,-23,success,-100,fixed,"{""7231.69""}","{""SmartIDToday GT avg4weeks"",""IP7daysDistanceBelowAverage30Days"",""IPDistance68DistributionAbove1000Miles"",""IPDistance95DistributionAbove1000Miles"",""IPDistance68DistributionAbove200Miles"",""IPDistance95DistributionAbove200Miles"",""Account Number is older 3M"",""Account Number is older 12M"",""Profiling Incomplete"",""French brand"",""Abritel brand"",""Multiple Browser string Hash per SmartID"",""Profiled Domain not recognised"",""Pattern Account is Old"",""Pattern Device New to Account"",""InputIPGEO GT 2 in a year"",""Input IP to Account GT 5 Passed 1dayOFF"",""True IP to Account GT 5 Passed 1dayOFF"",""True IP to Account GT 1 Passed 1dayOFF"",""At least 2 IPGEO per Account Passed 1dayOFF"",""At least 2 IPGEO per Account in a day"",""Persona ID InputRegion Only Age GT 1 Days"",""Persona ID Input IP Passed Before"",""Persona ID Input IP Passed Before for the Account"",""Persona ID Input IP Passed Before WeekOFF"",""Persona ID Attr5 Acct Age GT Day"",""Persona ID Brand Acct Pass Age 1 Day"",""NOT Device Consistent with Good Prior Access"",""IF NOT Persona ID InputRegion System Age 1 Day"",""IF NOT Persona ID Time Zone Acct Age 1 Day"",""Smart ID Score 1 to 10"",""Input IP Score LT -21 "",""True IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""New Device to Account in a Hr (Smart ID)"",""Email Rejected This Month (Local)"",""Account Reviewed This Hour (Local)"",""Account Reviewed This Day (Local)"",""True Ip Rejected This Day (Global)"",""True Ip Rejected This Day (Local)"",""Input Ip Rejected This Day (Global)"",""Input Ip Rejected This Day (Local)"",""IF NOT Good Persona 3 Month"",""InputIP 3 Accounts in a Day"",""2 or More Session ID Replays"",""FlashImagesCookiesDisabled"",""UUID Traveled 200 miles (Input IP/Day)"",""UUID Traveled 200 miles (Input IP/Week)"",""Over 15 Global Events this Hour (True IP)"",""IP in Global Blackist"",""IP in Global Threat List"",""Identity_Negative_History"",""Multiple TrueIP per Account (2/day) "",""Multiple InputIP per Account (2/day) "",""Multiple Browser per Account (2/day) "",""Multiple SmartID per Account (2/day) "",""Multiple OS per Account (2/day) "",""Pattern IF Not Good Persona 3 Month"",""Summary Reasons 3 out of 4"",""Trust Tag Not Found on SmartID"",""New Device Not Prior Accesses"",""IP Global Blacklist"",""Spoofing and Global Blacklist"",""IF Login NOT Consistent"",""NoMobileDevice"",""EU brands"",""UUID traveled"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
08874a52-6ebb-4ec6-81b9-719039e3fb9a,2018-03-29 08:12:38.387 UTC,false,abritel,813ad726083f4ed39f154ccf91e13e16,,medium,-49,FR,browser_computer,Windows,chrome 64.0,"fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36",-24,-100,-24,success,-100,fixed,"{""7243.89""}","{""SmartIDToday GT avg4weeks"",""IP7daysDistanceBelowAverage30Days"",""IPDistance68DistributionAbove1000Miles"",""IPDistance95DistributionAbove1000Miles"",""IPDistance68DistributionAbove200Miles"",""IPDistance95DistributionAbove200Miles"",""Account Number is older 3M"",""Account Number is older 12M"",""Profiling Incomplete"",""French brand"",""Abritel brand"",""Multiple Browser string Hash per SmartID"",""Profiled Domain not recognised"",""Pattern Account is Old"",""Pattern Device New to Account"",""InputIPGEO GT 2 in a year"",""Input IP to Account GT 5 Passed 1dayOFF"",""True IP to Account GT 5 Passed 1dayOFF"",""True IP to Account GT 1 Passed 1dayOFF"",""At least 2 IPGEO per Account Passed 1dayOFF"",""At least 2 IPGEO per Account in a day"",""Persona ID InputRegion Only Age GT 1 Days"",""Persona ID Input IP Passed Before"",""Persona ID Input IP Passed Before for the Account"",""Persona ID Input IP Passed Before WeekOFF"",""Persona ID Attr5 Acct Age GT Day"",""Persona ID Brand Acct Pass Age 1 Day"",""NOT Device Consistent with Good Prior Access"",""IF NOT Persona ID InputRegion System Age 1 Day"",""IF NOT Persona ID Time Zone Acct Age 1 Day"",""Smart ID Score 1 to 10"",""Input IP Score LT -21 "",""True IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""New Device to Account in a Hr (Smart ID)"",""Email Rejected This Month (Local)"",""True Ip Rejected This Day (Global)"",""True Ip Rejected This Day (Local)"",""Input Ip Rejected This Day (Global)"",""Input Ip Rejected This Day (Local)"",""IF NOT Good Persona 3 Month"",""InputIP 3 Accounts in a Day"",""FlashImagesCookiesDisabled"",""UUID Traveled 200 miles (Input IP/Day)"",""UUID Traveled 200 miles (Input IP/Week)"",""Over 15 Global Events this Hour (True IP)"",""IP in Global Blackist"",""IP in Global Threat List"",""Identity_Negative_History"",""Multiple TrueIP per Account (2/day) "",""Multiple InputIP per Account (2/day) "",""Multiple Browser per Account (2/day) "",""Multiple SmartID per Account (2/day) "",""Multiple OS per Account (2/day) "",""Pattern IF Not Good Persona 3 Month"",""Summary Reasons 3 out of 4"",""Trust Tag Not Found on SmartID"",""New Device Not Prior Accesses"",""IP Global Blacklist"",""Spoofing and Global Blacklist"",""IF Login NOT Consistent"",""NoMobileDevice"",""EU brands"",""UUID traveled"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
fdbb6d98-f982-4868-a795-9edd5fc299bc,2018-03-29 07:16:51.315 UTC,false,abritel,b37b3c7e84fd4ebe846febef7afeba70,,trusted,1,FR,browser_computer,Windows,ie 11.0,fr-FR,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-21,-100,-21,success,-100,,"{""7653.67""}","{""IP7daysDistanceBelowAverage30Days"",""IPDistance95DistributionWithin1000Miles"",""IPDistance99DistributionWithin1000Miles"",""IPDistance68DistributionAbove200Miles"",""IPDistance95DistributionAbove200Miles"",""Account Number is older 3M"",""Account Number is older 12M"",""French brand"",""Abritel brand"",""Multiple Browser string Hash per SmartID"",""Profiled Domain not recognised"",""Pattern Account is Old"",""InputIPGEO GT 2 in a year"",""Account Number and DNS IP LT 2"",""Account with TimeZone IPGeo GT10 Passed 1 weekOFF"",""At least 2 IPGEO per Account Passed 1dayOFF"",""At least 2 IPGEO per Account in a day"",""Persona ID InputRegion System Age 1 Day"",""Persona ID InputRegion Only Same 3MTH"",""Persona ID InputRegion Only Age 7 Days"",""Persona ID InputRegion Only Age GT 1 Days"",""Persona ID InputRegion System Same 1MTH"",""Persona ID Input IP Passed Before"",""Persona ID Input IP Passed Before WeekOFF"",""Persona ID Attr5 Acct Age GT Day"",""Persona ID Brand Acct Pass Age 1 Day"",""Persona ID Time Zone Acct Age 1 Day"",""NOT Device Consistent with Good Prior Access"",""Input IP Score LT -21 "",""True IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""True Ip Rejected This Day (Global)"",""Input Ip Rejected This Day (Global)"",""IF NOT Good Persona 3 Month"",""GT 2 IPGEO a year"",""GT 3 IPGEO a year"",""ImagesDisabled"",""IP in Global Blackist"",""IP in Global Threat List"",""Identity_Negative_History"",""Attrb7 seen GT 2 Accounts"",""Pattern IF Not Good Persona 3 Month"",""Summary Reasons 3 out of 4"",""Trust Tag Not Found on SmartID"",""IF Login NOT Consistent"",""NoMobileDevice"",""EU brands"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
3dc54d79-4a0f-4c53-8178-696da635b8ac,2018-03-29 05:37:34.602 UTC,false,abritel,8f0f13087da14b54a4245e6c863d8a33,,medium,-47,FR,browser_computer,Windows,chrome 65.0,"fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36",-26,-49,-26,success,-49,fixed,"{""29388.17""}","{""SmartIDToday GT avg4weeks"",""Account Number is older 3M"",""Account Number is older 12M"",""French brand"",""Abritel brand"",""Multiple Browser string Hash per SmartID"",""Profiled Domain not recognised"",""Pattern Account is Old"",""Pattern Device New to Account"",""Pattern_UA_Win_OS_Linux"",""HTTP_OS is Linux"",""InputIPGEO GT 2 in a year"",""Account Number and DNS IP LT 2"",""browser language per account LT 3 times"",""DNS IP ISP per account LT 3 times"",""At least 2 IPGEO per Account Passed 1dayOFF"",""At least 2 IPGEO per Account in a day"",""Persona ID InputRegion Only Age GT 1 Days"",""Persona ID Input IP Passed Before"",""Persona ID Input IP Passed Before WeekOFF"",""Persona ID Attr5 Acct Age GT Day"",""Persona ID Brand Acct Pass Age 1 Day"",""Persona ID Time Zone Acct Age 1 Day"",""NOT Device Consistent with Good Prior Access"",""IF NOT Persona ID InputRegion System Age 1 Day"",""Input IP Score LT -21 "",""True IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""New Device to Account in a Hr (Smart ID)"",""Device First Seen (ExactID)"",""Device First Seen (SmartID)"",""New Device (Exact ID)"",""True Ip Rejected This Day (Global)"",""Input Ip Rejected This Day (Global)"",""IF NOT Good Persona 3 Month"",""New Device"",""ImagesDisabled"",""FlashDisabled"",""IP in Global Blackist"",""IP in Global Threat List"",""Attrb7 seen GT 2 Accounts"",""Pattern IF Not Good Persona 3 Month"",""Trust Tag Not Found on SmartID"",""New Device Not Prior Accesses"",""IP Global Blacklist"",""IF Not IP already used"",""IF ISP and Region not used"",""IF CustAttr3 not used"",""Conditions for ATO  trend on IT brand Lang mism"",""IF Login NOT Consistent"",""NoMobileDevice"",""NewDevice NoPriorAccess PotentialScripting"",""Brand UK FR NA or Nordics"",""EU brands"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
04c62184-9d36-4cf2-aba3-07517db66096,2018-03-29 01:44:48.380 UTC,true,vrbo,16e3ff9a47a749709aabb187c3f53aca,,low,-15,,,,,,,-32,-76,,,,,"{""3284.90""}","{""IPDistance68DistributionAbove1000Miles"",""IPDistance95DistributionAbove1000Miles"",""IPDistance68DistributionAbove200Miles"",""IPDistance95DistributionAbove200Miles"",""Account Number is older 3M"",""Account Number is older 12M"",""Account is a PM"",""Profiling Blocked"",""NA brand"",""Pattern Account is Old"",""Pattern Email Pattern"",""Pattern Input IP Geo US"",""InputIPGEO GT 2 in a year"",""Input IP to Account GT 5 Passed 1dayOFF"",""At least 2 IPGEO per Account Passed 1dayOFF"",""At least 2 IPGEO per Account in a day"",""Persona ID InputRegion Only Same 3MTH"",""Persona ID InputRegion Only Age 7 Days"",""Persona ID InputRegion Only Age GT 1 Days"",""Persona ID Input IP Passed Before"",""Persona ID Input IP Passed Before for the Account"",""Persona ID Input IP Passed Before WeekOFF"",""Persona ID Attr5 Acct Age GT Day"",""GOOD PersonaID 10 CustAttr5 in Acct Age GT Week"",""Persona ID Brand Acct Pass Age 1 Day"",""NOT Device Consistent with Good Prior Access"",""IF NOT Persona ID InputRegion System Age 1 Day"",""IF NOT Persona ID Time Zone Acct Age 1 Day"",""Input IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""Account Reviewed This Hour (Local)"",""Account Reviewed This Day (Local)"",""Input Ip Rejected This Day (Global)"",""Multi-User Property Owner"",""GT 2 IPGEO a year"",""Over 15 Global Events this Hour (Input IP)"",""Trust Tag Not Found on SmartID"",""IF Login NOT Consistent"",""NoMobileDevice"",""Trust Tag Not Found on Smart ID:37716509:"",""Risky Unknown Session"",""Trust Tag Not Found on Smart ID:37716724:"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
80318e1d-87a9-40f6-b672-7e2a6e0ffc2a,2018-03-29 00:57:36.707 UTC,false,vrbo,3774f9cda5444e5bb3c8b04af89cacea,,medium,-42,US,,Windows,chrome 65.0,"en-US,en;q=0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36",-24,-100,-24,success,-100,fixed,,"{""NA brand"",""Multiple Browser string Hash per SmartID"",""Profiled Domain not recognised"",""Pattern Email is New"",""Pattern Device New to Account"",""Pattern Input IP Geo US"",""browser language contains en"",""browser language per account LT 3 times"",""New DigitalID GT 1 account"",""NOT Device Consistent with Good Prior Access"",""IF NOT Persona ID Attr5 Acct Age GT Day"",""IF NOT Persona ID Input Region Only Age GT 1 Days"",""IF NOT Persona ID Brand Acct Pass Age 1 Day"",""IF NOT Persona ID InputRegion System Age 1 Day"",""IF NOT Persona ID Time Zone Acct Age 1 Day"",""Input IP Score LT -21 "",""True IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""New Device to Account in a Hr (Smart ID)"",""Device First Seen (ExactID)"",""New Device (Exact ID)"",""True Ip Rejected This Day (Global)"",""Input Ip Rejected This Day (Global)"",""IF NOT Good Persona 3 Month"",""New Device"",""ImagesDisabled"",""FlashDisabled"",""IP in Global Blackist"",""IP in Global Threat List"",""VPN_Detection"",""Pattern IF Not Good Persona 3 Month"",""IF NOT Persona ID Input IP Passed Before"",""Trust Tag Not Found on SmartID"",""New Device Not Prior Accesses"",""IP Global Blacklist"",""IF Not IP already used"",""IF ISP and Region not used"",""IF CustAttr3 not used"",""IF Login NOT Consistent"",""NoMobileDevice"",""NewDevice NoPriorAccess PotentialScripting"",""Brand UK FR NA or Nordics"",""OS version 8 1 or Unknown"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
6a635fa8-149c-4e55-a654-ce3eed58cab2,2018-03-28 23:11:28.9 UTC,false,odhr,eeeb55dcd07047a39a07a06b5877903a,,medium,-37,FR,browser_mobile,iOS,safari 0.0,en-gb,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0 Mobile/15D100 Safari/604.1",-21,-40,-21,success,-40,,"{""3071.51""}","{""Email with more than 2 devices in a day"",""Device and email with more than 2 times a day"",""DistinctGEOTodayHigherThan30Days"",""IP7daysDistanceAboveAverage30Days"",""IPDistance95DistributionWithin1000Miles"",""IPDistance99DistributionWithin1000Miles"",""Account Number is older 3M"",""Account Number is older 12M"",""MobileDevice"",""Overnight login"",""UK brand"",""Multiple Browser string Hash per SmartID"",""Profiled Domain not recognised"",""Pattern Account is Old"",""Pattern Device New to Account"",""InputIPGEO GT 2 in a year"",""DNS IP ISP per account LT 3 times"",""At least 2 IPGEO per Account Passed 1dayOFF"",""At least 2 IPGEO per Account in a day"",""Persona ID Input IP Passed Before"",""Persona ID Input IP Passed Before WeekOFF"",""Persona ID Brand Acct Pass Age 1 Day"",""NOT Device Consistent with Good Prior Access"",""IF NOT Persona ID Attr5 Acct Age GT Day"",""IF NOT Persona ID Input Region Only Age GT 1 Days"",""IF NOT Persona ID InputRegion System Age 1 Day"",""IF NOT Persona ID Time Zone Acct Age 1 Day"",""Input IP Score LT -21 "",""True IP Score LT -21 "",""Trust Tag Not Found on Smart ID"",""Trust Tag not Found on Exact ID"",""New Device to Account in a Hr (Smart ID)"",""New Device (Exact ID)"",""Account Reviewed This Hour (Local)"",""Account Reviewed This Day (Local)"",""True Ip Rejected This Week (Global)"",""Input Ip Rejected This Week (Global)"",""IF NOT Good Persona 3 Month"",""New Device"",""2 or More Session ID Replays"",""GT 2 IPGEO a year"",""UUID Traveled 200 miles (Input IP/Day)"",""UUID Traveled 200 miles (Input IP/Week)"",""IP in Global Blackist"",""IP in Global Threat List"",""VPN_Detection"",""Attrb7 seen GT 2 Accounts"",""Account Number with more than 2 devices in a day"",""Multiple TrueIP per Account (2/day) "",""Multiple InputIP per Account (2/day) "",""Multiple Browser per Account (2/day) "",""Multiple ExactID per Account (2/day) "",""Multiple SmartID per Account (2/day) "",""Multiple ScreenRes per Account (2/day) "",""Multiple OS per Account (2/day) "",""LanguageMismatch"",""Pattern IF Not Good Persona 3 Month"",""Trust Tag Not Found on SmartID"",""New Device Not Prior Accesses"",""IP Global Blacklist"",""IF Not IP already used"",""IF ISP and Region not used"",""IF CustAttr3 not used"",""IF Login NOT Consistent"",""EU brands"",""UUID traveled"",""New IP GEO for Account"",""Trust Tag not Found on Exact ID to Challenge"",""IF NOT input IP already used""}"
